Habana Blues - se feliz, Musica de Peliculas;musica-de-peliculas/habana-blues-se-feliz
El rey leon 2 - el vive en ti, Musica de Peliculas;musica-de-peliculas/el-rey-leon-2-el-vive-en-ti
Un detective suelto en hollywood, Musica de Peliculas;musica-de-peliculas/un-detective-suelto-en-hollywood
Sin fin - quien pudiera, Musica de Peliculas;musica-de-peliculas/sin-fin-quien-pudiera
El rey leon - el ciclo sin fin, Musica de Peliculas;musica-de-peliculas/el-rey-leon-el-ciclo-sin-fin
Rey Leon 2 - Nuestra union, Musica de Peliculas;musica-de-peliculas/rey-leon-2-nuestra-union
Toy story - cambios extranos que hay en mi, Musica de Peliculas;musica-de-peliculas/toy-story-cambios-extranos-que-hay-en-mi
Il postino, Musica de Peliculas;musica-de-peliculas/il-postino
Disney Hercules - No importa la distancia, Musica de Peliculas;musica-de-peliculas/disney-hercules-no-importa-la-distancia
Espantapajaros, Ricardo Arjona;ricardo-arjona/espantapajaros
Quien Diria, Ricardo Arjona;ricardo-arjona/quien-diria
La vida esta de luto, Ricardo Arjona;ricardo-arjona/la-vida-esta-de-luto
Lo poco que queda de mi, Ricardo Arjona;ricardo-arjona/lo-poco-que-queda-de-mi
Sin ti, sin mi, Ricardo Arjona;ricardo-arjona/sin-ti-sin-mi
Ya no me acuerdo de mi, Ricardo Arjona;ricardo-arjona/ya-no-me-acuerdo-de-mi
Chicos de plastico, Ricardo Arjona;ricardo-arjona/chicos-de-plastico
Suenero, Mercedes Sosa;mercedes-sosa/suenero
Como pajaros en el aire, Mercedes Sosa;mercedes-sosa/como-pajaros-en-el-aire
Razon de vivir, Mercedes Sosa;mercedes-sosa/razon-de-vivir
Aqui estoy, Ricardo Arjona;ricardo-arjona/aqui-estoy-ricardo-arjona
Te Quiero, Ricardo Arjona;ricardo-arjona/te-quiero
A Siete Metros, Ricardo Arjona;ricardo-arjona/a-siete-metros
No se acaba el amor, Ricardo Arjona;ricardo-arjona/no-se-acaba-el-amor
Para que me quieras como quiero, Ricardo Arjona;ricardo-arjona/para-que-me-quieras-como-quiero
Iluso, Ricardo Arjona;ricardo-arjona/iluso
Pensar en ti, Ricardo Arjona;ricardo-arjona/pensar-en-ti
Amor de tele, Ricardo Arjona;ricardo-arjona/amor-de-tele
Tu, Ricardo Arjona;ricardo-arjona/tu-ricardo-arjona
Soledad, Ricardo Arjona;ricardo-arjona/soledad-ricardo-arjona
Usted, Ricardo Arjona;ricardo-arjona/usted
Creo que se trata de amor, Ricardo Arjona;ricardo-arjona/creo-que-se-trata-de-amor
Duele Verte, Ricardo Arjona;ricardo-arjona/duele-verte
Noticiero, Ricardo Arjona;ricardo-arjona/noticiero
Si usted la viera, Ricardo Arjona;ricardo-arjona/si-usted-la-viera
Venas Abiertas, Mercedes Sosa;mercedes-sosa/venas-abiertas
Viva Jujuy, Mercedes Sosa;mercedes-sosa/viva-jujuy
Galopa Murrieta, Mercedes Sosa;mercedes-sosa/galopa-murrieta
A quien doy, Mercedes Sosa;mercedes-sosa/a-quien-doy
Zamba de la distancia, Mercedes Sosa;mercedes-sosa/zamba-de-la-distancia
Juana Azurduy, Mercedes Sosa;mercedes-sosa/juana-azurduy
Takiy Ongoy, Mercedes Sosa;mercedes-sosa/takiy-ongoy
Viejas Promesas, Mercedes Sosa;mercedes-sosa/viejas-promesas
Como mata el viento norte, Mercedes Sosa;mercedes-sosa/como-mata-el-viento-norte
La Bella y La Bestia, Musica de Peliculas;musica-de-peliculas/la-bella-y-la-bestia
Diarios de Motocicleta - Chipi Chipi, Musica de Peliculas;musica-de-peliculas/diarios-de-motocicleta-chipi-chipi
La Sirenita, Musica de Peliculas;musica-de-peliculas/la-sirenita
Por que se frotan las patitas?, Musica de Peliculas;musica-de-peliculas/por-que-se-frotan-las-patitas
Beethoven - Classical guitar, Musica Clasica;musica-clasica/beethoven-classical-guitar
La balada del pistolero, Musica de Peliculas;musica-de-peliculas/la-balada-del-pistolero
El Rey Leon - Esta noche es para amar, Musica de Peliculas;musica-de-peliculas/el-rey-leon-esta-noche-es-para-amar
Iron Man, Musica de Peliculas;musica-de-peliculas/iron-man
Promedio Rojo - En tus manos, Musica de Peliculas;musica-de-peliculas/promedio-rojo-en-tus-manos
Amarte a ti, Ricardo Arjona;ricardo-arjona/amarte-a-ti
Buza caperuza - te preparare, Musica de Peliculas;musica-de-peliculas/buza-caperuza-te-preparare
Promedio Rojo, Musica de Peliculas;musica-de-peliculas/promedio-rojo
Me Ensenaste, Ricardo Arjona;ricardo-arjona/me-ensenaste
Un dia sin mexicanos, Musica de Peliculas;musica-de-peliculas/un-dia-sin-mexicanos
Cazafantasmas, Musica de Peliculas;musica-de-peliculas/cazafantasmas
Mi Pais, Ricardo Arjona;ricardo-arjona/mi-pais
la mujer que no sone, Ricardo Arjona;ricardo-arjona/la-mujer-que-no-sone
Nina Buena, Ricardo Arjona;ricardo-arjona/nina-buena
Fuiste Tu, Ricardo Arjona;ricardo-arjona/fuiste-tu-ricardo-arjona
Agitando panuelos, Mercedes Sosa;mercedes-sosa/agitando-panuelos
Senora de las cuatro decadas, Ricardo Arjona;ricardo-arjona/senora-de-las-cuatro-decadas
Una cancion posible, Mercedes Sosa;mercedes-sosa/una-cancion-posible
Desde la calle 33, Ricardo Arjona;ricardo-arjona/desde-la-calle-33
Frente al Televisor, Ricardo Arjona;ricardo-arjona/frente-al-televisor
A cara o cruz, Ricardo Arjona;ricardo-arjona/a-cara-o-cruz
Casa de Locos, Ricardo Arjona;ricardo-arjona/casa-de-locos
Cuando, Ricardo Arjona;ricardo-arjona/cuando
Por que es tan cruel el amor, Ricardo Arjona;ricardo-arjona/por-que-es-tan-cruel-el-amor
Soledad Enamorada, Ricardo Arjona;ricardo-arjona/soledad-enamorada
Romeo y julieta, Ricardo Arjona;ricardo-arjona/romeo-y-julieta-ricardo-arjona
Aqui en El Salvador, Ricardo Arjona;ricardo-arjona/aqui-en-el-salvador
Quesos, cosas, casas, Ricardo Arjona;ricardo-arjona/quesos-cosas-casas
La novia que nunca tuve, Ricardo Arjona;ricardo-arjona/la-novia-que-nunca-tuve
Realmente no estoy tan solo, Ricardo Arjona;ricardo-arjona/realmente-no-estoy-tan-solo
Honrar la vida, Mercedes Sosa;mercedes-sosa/honrar-la-vida
Si tu no existieras, Ricardo Arjona;ricardo-arjona/si-tu-no-existieras
Luna Tucumana, Mercedes Sosa;mercedes-sosa/luna-tucumana
Desarma y sangra, Mercedes Sosa;mercedes-sosa/desarma-y-sangra
La navidad de Luis, Mercedes Sosa;mercedes-sosa/la-navidad-de-luis
Los bailes de la vida, Mercedes Sosa;mercedes-sosa/los-bailes-de-la-vida
La estrella azul, Mercedes Sosa;mercedes-sosa/la-estrella-azul
Como la cigarra, Mercedes Sosa;mercedes-sosa/como-la-cigarra
Bolero de noche - tus versos, Musica de Peliculas;musica-de-peliculas/bolero-de-noche-tus-versos
El jorobado de Notre Dame - Afuera, Musica de Peliculas;musica-de-peliculas/el-jorobado-de-notre-dame-afuera
Hombre o Muppet, Musica de Peliculas;musica-de-peliculas/hombre-o-muppet
Cacahuate Garapinado, Ricardo Arjona;ricardo-arjona/cacahuate-garapinado
Manana te cuento - quiero estar contigo, Musica de Peliculas;musica-de-peliculas/manana-te-cuento-quiero-estar-contigo
El libro de la selva -busca lo mas vital, Musica de Peliculas;musica-de-peliculas/el-libro-de-la-selva-busca-lo-mas-vital
Titanic - mi corazon seguira adelante, Musica de Peliculas;musica-de-peliculas/titanic-mi-corazon-seguira-adelante
El jorobado de Notre Dame, Musica de Peliculas;musica-de-peliculas/el-jorobado-de-notre-dame
Chiquititas - rinconcito de luz, Musica de Peliculas;musica-de-peliculas/chiquititas-rinconcito-de-luz
Se Arrienda, Musica de Peliculas;musica-de-peliculas/se-arrienda
Amar a morir - no hay fin, Musica de Peliculas;musica-de-peliculas/amar-a-morir-no-hay-fin
El Senor de los Anillos, Musica de Peliculas;musica-de-peliculas/el-senor-de-los-anillos
Batman, Musica de Peliculas;musica-de-peliculas/batman
Cansada de besar sapos - tus ojos, Musica de Peliculas;musica-de-peliculas/cansada-de-besar-sapos-tus-ojos
La venganza - recuerda, Musica de Peliculas;musica-de-peliculas/la-venganza-recuerda
Solo, Ricardo Arjona;ricardo-arjona/solo-ricardo-arjona
Sin danos a terceros, Ricardo Arjona;ricardo-arjona/sin-danos-a-terceros
Ladron, Ricardo Arjona;ricardo-arjona/ladron
Vina del Mar, Ricardo Arjona;ricardo-arjona/vina-del-mar
Los pueblos de gesto antiguo, Mercedes Sosa;mercedes-sosa/los-pueblos-de-gesto-antiguo
Canto a mi America, Mercedes Sosa;mercedes-sosa/canto-a-mi-america
Caseron de tejas, Mercedes Sosa;mercedes-sosa/caseron-de-tejas
Pequena, Mercedes Sosa;mercedes-sosa/pequena
Maria va, Mercedes Sosa;mercedes-sosa/maria-va
Algo contigo, Andres Calamaro;andres-calamaro/algo-contigo
La Nena, Ricardo Arjona;ricardo-arjona/la-nena
Baila conmigo, Ricardo Arjona;ricardo-arjona/baila-conmigo
Caudillo, Ricardo Arjona;ricardo-arjona/caudillo
Guerrero a su guerra, Ricardo Arjona;ricardo-arjona/guerrero-a-su-guerra
La primera nueva, Villancicos;villancicos/la-primera-nueva-villancicos
Me dejaste, Ricardo Arjona;ricardo-arjona/me-dejaste
Libre, Ricardo Arjona;ricardo-arjona/libre-ricardo-arjona
Piel de consumo, Ricardo Arjona;ricardo-arjona/piel-de-consumo
Tocando Fondo, Ricardo Arjona;ricardo-arjona/tocando-fondo
Por si regresas, Ricardo Arjona;ricardo-arjona/por-si-regresas
Se fue (independiente), Ricardo Arjona;ricardo-arjona/se-fue-independiente
Hacer a un lado el pasado, Ricardo Arjona;ricardo-arjona/hacer-a-un-lado-el-pasado
Y ahora tu te me vas, Ricardo Arjona;ricardo-arjona/y-ahora-tu-te-me-vas
Perfecto, Ricardo Arjona;ricardo-arjona/perfecto
Que nadie vea, Ricardo Arjona;ricardo-arjona/que-nadie-vea
Mujer de Guanahani, Ricardo Arjona;ricardo-arjona/mujer-de-guanahani
Cuchillos, Mercedes Sosa;mercedes-sosa/cuchillos
Entre a mi pago sin golpear, Mercedes Sosa;mercedes-sosa/entre-a-mi-pago-sin-golpear
El Cosechero, Mercedes Sosa;mercedes-sosa/el-cosechero
Los Pastores, Mercedes Sosa;mercedes-sosa/los-pastores
La Mamancy, Mercedes Sosa;mercedes-sosa/la-mamancy
Los mareados, Mercedes Sosa;mercedes-sosa/los-mareados
Tristeza, Mercedes Sosa;mercedes-sosa/tristeza
1492, Conquista del Paraiso, Musica de Peliculas;musica-de-peliculas/1492-conquista-del-paraiso
Un Flash, Los Babasonicos;los-babasonicos/un-flash
Suenos de juventud - ten calma, Musica de Peliculas;musica-de-peliculas/suenos-de-juventud-ten-calma
Matando cabos - la reina de polanco, Musica de Peliculas;musica-de-peliculas/matando-cabos-la-reina-de-polanco
Kill Bill 2 - Malaguena, Musica de Peliculas;musica-de-peliculas/kill-bill-2-malaguena
La chica de rojo, Musica de Peliculas;musica-de-peliculas/la-chica-de-rojo
Tiburon, Musica de Peliculas;musica-de-peliculas/tiburon
Las Cuerdas Brenenses - Jinetes en el cielo, Musica de Peliculas;musica-de-peliculas/las-cuerdas-brenenses-jinetes-en-el-cielo
El Hombre Arana, Musica de Peliculas;musica-de-peliculas/el-hombre-arana
No Renuciare, Ricardo Arjona;ricardo-arjona/no-renuciare
Bitacora de un secuestro, Ricardo Arjona;ricardo-arjona/bitacora-de-un-secuestro
Ayudame Freud, Ricardo Arjona;ricardo-arjona/ayudame-freud
Todo estara bien, Ricardo Arjona;ricardo-arjona/todo-estara-bien
Anos, Mercedes Sosa;mercedes-sosa/anos
Celador de suenos, Mercedes Sosa;mercedes-sosa/celador-de-suenos
Cancion con todos, Mercedes Sosa;mercedes-sosa/cancion-con-todos
Cual es el precio, Ricardo Arjona;ricardo-arjona/cual-es-el-precio
Historia de Taxi, Ricardo Arjona;ricardo-arjona/historia-de-taxi
El demonio en casa, Ricardo Arjona;ricardo-arjona/el-demonio-en-casa
Carabelas, Ricardo Arjona;ricardo-arjona/carabelas
Esta Cobardia, Ricardo Arjona;ricardo-arjona/esta-cobardia
Como Olvidarte, Ricardo Arjona;ricardo-arjona/como-olvidarte
Minutos, Ricardo Arjona;ricardo-arjona/minutos
Lo mejor de lo peor, Ricardo Arjona;ricardo-arjona/lo-mejor-de-lo-peor
Vida, Ricardo Arjona;ricardo-arjona/vida
Historia del Portero, Ricardo Arjona;ricardo-arjona/historia-del-portero
Por eso te quiero, Ricardo Arjona;ricardo-arjona/por-eso-te-quiero
Dame, Ricardo Arjona;ricardo-arjona/dame-ricardo-arjona
Como Duele, Ricardo Arjona;ricardo-arjona/como-duele-ricardo-arjona
Se Fue, Ricardo Arjona;ricardo-arjona/se-fue-ricardo-arjona
Las manos de mi madre, Mercedes Sosa;mercedes-sosa/las-manos-de-mi-madre
Bajo el azote del sol, Mercedes Sosa;mercedes-sosa/bajo-el-azote-del-sol
Se ha ido el amor, Ricardo Arjona;ricardo-arjona/se-ha-ido-el-amor
Pa Que, Ricardo Arjona;ricardo-arjona/pa-que
Cinco siglos igual, Mercedes Sosa;mercedes-sosa/cinco-siglos-igual
Cuando ya me empiece a quedar solo, Mercedes Sosa;mercedes-sosa/cuando-ya-me-empiece-a-quedar-solo
Bajo este sauce solo, Mercedes Sosa;mercedes-sosa/bajo-este-sauce-solo
Canciones y Momentos, Mercedes Sosa;mercedes-sosa/canciones-y-momentos
Serenata para la tierra de uno, Mercedes Sosa;mercedes-sosa/serenata-para-la-tierra-de-uno
Volver a los 17, Mercedes Sosa;mercedes-sosa/volver-a-los-17
Habana Blues - amanecer, Musica de Peliculas;musica-de-peliculas/habana-blues-amanecer
Toy Story - yo soy tu amigo fiel, Musica de Peliculas;musica-de-peliculas/toy-story-yo-soy-tu-amigo-fiel
La Sombra Del Amor, Musica de Peliculas;musica-de-peliculas/la-sombra-del-amor
Pero Mama, Ricardo Arjona;ricardo-arjona/pero-mama
Jesus es verbo no sustantivo, Ricardo Arjona;ricardo-arjona/jesus-es-verbo-no-sustantivo
Solo queria un cafe, Ricardo Arjona;ricardo-arjona/solo-queria-un-cafe
Dejame decir que te amo, Ricardo Arjona;ricardo-arjona/dejame-decir-que-te-amo
Como dos extranos, Mercedes Sosa;mercedes-sosa/como-dos-extranos
La Pomena, Mercedes Sosa;mercedes-sosa/la-pomena
Tropico de Cancer, Cafe Tacuba;cafe-tacuba/tropico-de-cancer
Solo para mi, Mercedes Sosa;mercedes-sosa/solo-para-mi
Mi semilla, La Vela Puerca;la-vela-puerca/mi-semilla
Ella y El, Ricardo Arjona;ricardo-arjona/ella-y-el
Aleluya, Ricardo Arjona;ricardo-arjona/aleluya-ricardo-arjona
Hay Amores, Ricardo Arjona;ricardo-arjona/hay-amores
Porque Hablamos, Ricardo Arjona;ricardo-arjona/porque-hablamos
Uno + Uno = Uno, Ricardo Arjona;ricardo-arjona/uno-uno-uno
Ni tu ni yo, Ricardo Arjona;ricardo-arjona/ni-tu-ni-yo
la noche te trae sorpresas, Ricardo Arjona;ricardo-arjona/la-noche-te-trae-sorpresas
Te Conozco, Ricardo Arjona;ricardo-arjona/te-conozco-ricardo-arjona
Siempre a lo mismo, Ricardo Arjona;ricardo-arjona/siempre-a-lo-mismo
Tiempo en una Botella, Ricardo Arjona;ricardo-arjona/tiempo-en-una-botella
La bailarina vecina, Ricardo Arjona;ricardo-arjona/la-bailarina-vecina
Santo Pecado, Ricardo Arjona;ricardo-arjona/santo-pecado
Las Culpas, Ricardo Arjona;ricardo-arjona/las-culpas
Suavecito, Ricardo Arjona;ricardo-arjona/suavecito
Laura, Ricardo Arjona;ricardo-arjona/laura
Todo cambia, Mercedes Sosa;mercedes-sosa/todo-cambia
Cambia, Mercedes Sosa;mercedes-sosa/cambia
Si llega a ser tucumana, Mercedes Sosa;mercedes-sosa/si-llega-a-ser-tucumana
El tiempo es veloz, Mercedes Sosa;mercedes-sosa/el-tiempo-es-veloz
Un vestido y un amor, Mercedes Sosa;mercedes-sosa/un-vestido-y-un-amor
Me gustan los estudiantes, Mercedes Sosa;mercedes-sosa/me-gustan-los-estudiantes
Desperado - quedate aqui, Musica de Peliculas;musica-de-peliculas/desperado-quedate-aqui
Abarroteria de amor, Ricardo Arjona;ricardo-arjona/abarroteria-de-amor
El Fantasma de la Opera, Musica de Peliculas;musica-de-peliculas/el-fantasma-de-la-opera
Vivir sin ti es posible, Ricardo Arjona;ricardo-arjona/vivir-sin-ti-es-posible
Fuiste Tu, Ricardo Arjona;ricardo-arjona/fuiste-tu
Titanic, Musica de Peliculas;musica-de-peliculas/titanic
Aun te amo, Ricardo Arjona;ricardo-arjona/aun-te-amo-ricardo-arjona
Yo vengo a ofrecer mi corazon, Mercedes Sosa;mercedes-sosa/yo-vengo-a-ofrecer-mi-corazon
Maria, Maria, Mercedes Sosa;mercedes-sosa/maria-maria-mercedes-sosa-1
Como un pajaro libre, Mercedes Sosa;mercedes-sosa/como-un-pajaro-libre
Maria, Maria, Mercedes Sosa;mercedes-sosa/maria-maria-mercedes-sosa
Pais, Mercedes Sosa;mercedes-sosa/pais
Adios Melancolia, Ricardo Arjona;ricardo-arjona/adios-melancolia
Cita en el Bar, Ricardo Arjona;ricardo-arjona/cita-en-el-bar
La Sucursal del Cielo, Ricardo Arjona;ricardo-arjona/la-sucursal-del-cielo
Hermanos del Tiempo, Ricardo Arjona;ricardo-arjona/hermanos-del-tiempo
Te Juro, Ricardo Arjona;ricardo-arjona/te-juro
Si yo fuera, Ricardo Arjona;ricardo-arjona/si-yo-fuera-ricardo-arjona
Olvidarte, Ricardo Arjona;ricardo-arjona/olvidarte-ricardo-arjona
Que Voy A Hacer Conmigo, Ricardo Arjona;ricardo-arjona/que-voy-a-hacer-conmigo
Dime que no, Ricardo Arjona;ricardo-arjona/dime-que-no
Vete Con el Sol, Ricardo Arjona;ricardo-arjona/vete-con-el-sol
Fuego de Juventud, Ricardo Arjona;ricardo-arjona/fuego-de-juventud
Loco, Ricardo Arjona;ricardo-arjona/loco-ricardo-arjona
Desnuda, Ricardo Arjona;ricardo-arjona/desnuda
Cuando tenga la tierra, Mercedes Sosa;mercedes-sosa/cuando-tenga-la-tierra
La flor azul, Mercedes Sosa;mercedes-sosa/la-flor-azul
Quiero ser luz, Mercedes Sosa;mercedes-sosa/quiero-ser-luz
Parte del aire, Mercedes Sosa;mercedes-sosa/parte-del-aire
Zamba de lozano, Mercedes Sosa;mercedes-sosa/zamba-de-lozano
Mi novia se me esta poniendo vieja, Ricardo Arjona;ricardo-arjona/mi-novia-se-me-esta-poniendo-vieja
Acompaname a estar solo, Ricardo Arjona;ricardo-arjona/acompaname-a-estar-solo
Detras de mi ventana, Ricardo Arjona;ricardo-arjona/detras-de-mi-ventana
Los Muppets - que bueno es vivir, Musica de Peliculas;musica-de-peliculas/los-muppets-que-bueno-es-vivir
A Ti, Ricardo Arjona;ricardo-arjona/a-ti-ricardo-arjona
S.O.S. Rescatame, Ricardo Arjona;ricardo-arjona/s-o-s-rescatame
Tu mi amor, Ricardo Arjona;ricardo-arjona/tu-mi-amor
Inconsciente colectivo, Mercedes Sosa;mercedes-sosa/inconsciente-colectivo
Grito Santiagueno, Mercedes Sosa;mercedes-sosa/grito-santiagueno
Pajaro de rodillas, Mercedes Sosa;mercedes-sosa/pajaro-de-rodillas
W.A.Mozart - Minuet, Musica Clasica;musica-clasica/w-a-mozart-minuet
Zamba para decir adios, Mercedes Sosa;mercedes-sosa/zamba-para-decir-adios
Del otro lado del Sol, Ricardo Arjona;ricardo-arjona/del-otro-lado-del-sol
Animal Nocturno, Ricardo Arjona;ricardo-arjona/animal-nocturno
Si el Norte fuera el Sur, Ricardo Arjona;ricardo-arjona/si-el-norte-fuera-el-sur
Recuerdos, Ricardo Arjona;ricardo-arjona/recuerdos-ricardo-arjona
Por Amor, Ricardo Arjona;ricardo-arjona/por-amor-ricardo-arjona
El del espejo, Ricardo Arjona;ricardo-arjona/el-del-espejo
Arenosa, Mercedes Sosa;mercedes-sosa/arenosa
Usted (2010), Ricardo Arjona;ricardo-arjona/usted-2010
No me importa nada, Ricardo Arjona;ricardo-arjona/no-me-importa-nada
Vuelo, Ricardo Arjona;ricardo-arjona/vuelo
Duerme, Ricardo Arjona;ricardo-arjona/duerme
Martha, Ricardo Arjona;ricardo-arjona/martha
Primera Vez, Ricardo Arjona;ricardo-arjona/primera-vez
Violetas para Violeta, Mercedes Sosa;mercedes-sosa/violetas-para-violeta
Zamba para no morir, Mercedes Sosa;mercedes-sosa/zamba-para-no-morir
Zamba azul, Mercedes Sosa;mercedes-sosa/zamba-azul
Zamba del Laurel, Mercedes Sosa;mercedes-sosa/zamba-del-laurel
Pinguinos en la cama, Ricardo Arjona;ricardo-arjona/pinguinos-en-la-cama
Comodines - que Ves?, Musica de Peliculas;musica-de-peliculas/comodines-que-ves
La Peregrinacion, Mercedes Sosa;mercedes-sosa/la-peregrinacion
Lo que esta bien esta mal, Ricardo Arjona;ricardo-arjona/lo-que-esta-bien-esta-mal
Te enamoraste de Ti, Ricardo Arjona;ricardo-arjona/te-enamoraste-de-ti
Maria Maria, Mercedes Sosa;mercedes-sosa/maria-maria
Salamanqueando pa mi, Mercedes Sosa;mercedes-sosa/salamanqueando-pa-mi
Escondido de mi pais, Mercedes Sosa;mercedes-sosa/escondido-de-mi-pais
Hablando a tu corazon, Mercedes Sosa;mercedes-sosa/hablando-a-tu-corazon
Tonada de otono, Mercedes Sosa;mercedes-sosa/tonada-de-otono
Todos los dias un poco, Mercedes Sosa;mercedes-sosa/todos-los-dias-un-poco
Para bien o para mal, Ricardo Arjona;ricardo-arjona/para-bien-o-para-mal
Nadie sabe a donde va, Ricardo Arjona;ricardo-arjona/nadie-sabe-a-donde-va
Mujer de Lujo, Ricardo Arjona;ricardo-arjona/mujer-de-lujo
Mentiroso, Ricardo Arjona;ricardo-arjona/mentiroso
Si Dios me pasa factura, Ricardo Arjona;ricardo-arjona/si-dios-me-pasa-factura
Suegras, Ricardo Arjona;ricardo-arjona/suegras
La Soledad, No Te Va Gustar;no-te-va-gustar/la-soledad
Te Acuerdas de Mi, Ricardo Arjona;ricardo-arjona/te-acuerdas-de-mi
El mismo de ayer, Ricardo Arjona;ricardo-arjona/el-mismo-de-ayer
No estoy solo, Ricardo Arjona;ricardo-arjona/no-estoy-solo
Fragilidad, Mercedes Sosa;mercedes-sosa/fragilidad
Chacarera de un triste, Mercedes Sosa;mercedes-sosa/chacarera-de-un-triste
Pedro Canoero, Mercedes Sosa;mercedes-sosa/pedro-canoero
Aya Marcay Quilla, Mercedes Sosa;mercedes-sosa/aya-marcay-quilla
Piedra y Camino, Mercedes Sosa;mercedes-sosa/piedra-y-camino
Balderrama, Mercedes Sosa;mercedes-sosa/balderrama
Oh Melancolia, Mercedes Sosa;mercedes-sosa/oh-melancolia
La maza, Mercedes Sosa;mercedes-sosa/la-maza
Plegaria a un labrador, Mercedes Sosa;mercedes-sosa/plegaria-a-un-labrador
Campana sobre campana, Villancicos;villancicos/campana-sobre-campana
Siempre puedes olvidar, Mercedes Sosa;mercedes-sosa/siempre-puedes-olvidar
Zamba para olvidar, Mercedes Sosa;mercedes-sosa/zamba-para-olvidar
Plateado sobre plateado, Mercedes Sosa;mercedes-sosa/plateado-sobre-plateado
Cae el sol, Airbag;airbag/cae-el-sol
Regreso a la tonada, Mercedes Sosa;mercedes-sosa/regreso-a-la-tonada
Gracias a la vida, Mercedes Sosa;mercedes-sosa/gracias-a-la-vida
Si se calla el cantor, Mercedes Sosa;mercedes-sosa/si-se-calla-el-cantor
Emanuel, Villancicos;villancicos/emanuel
Hermano dame tu mano, Mercedes Sosa;mercedes-sosa/hermano-dame-tu-mano
Cantor de Oficio, Mercedes Sosa;mercedes-sosa/cantor-de-oficio
Nina De La Noche, Ricardo Arjona;ricardo-arjona/nina-de-la-noche
Monotonia, Ricardo Arjona;ricardo-arjona/monotonia
Senor Juez, Ricardo Arjona;ricardo-arjona/senor-juez
Madurando suenos, Mercedes Sosa;mercedes-sosa/madurando-suenos
De mi, Mercedes Sosa;mercedes-sosa/de-mi-mercedes-sosa
Me pierdo, Andres Calamaro;andres-calamaro/me-pierdo
Crimenes perfectos, Andres Calamaro;andres-calamaro/crimenes-perfectos
Flaca, Andres Calamaro;andres-calamaro/flaca
El nino del tambor, Villancicos;villancicos/el-nino-del-tambor-villancicos
10 anos despues, Andres Calamaro;andres-calamaro/10-anos-despues
Mi propia trampa, Andres Calamaro;andres-calamaro/mi-propia-trampa
Y dale alegria a tu corazon, Mercedes Sosa;mercedes-sosa/y-dale-alegria-a-tu-corazon
Cartas sin marcar, Andres Calamaro;andres-calamaro/cartas-sin-marcar
Mi gin tonic, Andres Calamaro;andres-calamaro/mi-gin-tonic
El Chino, Andres Calamaro;andres-calamaro/el-chino
No me pidas que no sea un inconciente, Andres Calamaro;andres-calamaro/no-me-pidas-que-no-sea-un-inconciente
La ultima curda, Mercedes Sosa;mercedes-sosa/la-ultima-curda
Por mirarte, Andres Calamaro;andres-calamaro/por-mirarte
Naranjo en flor, Andres Calamaro;andres-calamaro/naranjo-en-flor-andres-calamaro
Soy pan, soy paz, soy mas, Mercedes Sosa;mercedes-sosa/soy-pan-soy-paz-soy-mas
Este Minuto, Andres Calamaro;andres-calamaro/este-minuto
El huracan, Andres Calamaro;andres-calamaro/el-huracan-andres-calamaro
El salmon, Andres Calamaro;andres-calamaro/el-salmon
Gaviotas, Andres Calamaro;andres-calamaro/gaviotas
No me vuelvas la espalda por eso, Andres Calamaro;andres-calamaro/no-me-vuelvas-la-espalda-por-eso
Ay que gustito pa mis orejas, Andres Calamaro;andres-calamaro/ay-que-gustito-pa-mis-orejas
Mi Cobain (superjoint), Andres Calamaro;andres-calamaro/mi-cobain-superjoint
Ni hablar, Andres Calamaro;andres-calamaro/ni-hablar
Esperame en el cielo, Andres Calamaro;andres-calamaro/esperame-en-el-cielo
No te bancaste, Andres Calamaro;andres-calamaro/no-te-bancaste
Alfonsina Y El Mar, Andres Calamaro;andres-calamaro/alfonsina-y-el-mar-andres-calamaro
Melodia de Arrabal, Andres Calamaro;andres-calamaro/melodia-de-arrabal
Mi quebranto, Andres Calamaro;andres-calamaro/mi-quebranto
Mi Bandera, Andres Calamaro;andres-calamaro/mi-bandera
Miro por la ventana, Andres Calamaro;andres-calamaro/miro-por-la-ventana
No deje que el peje lo apendeje, Molotov;molotov/no-deje-que-el-peje-lo-apendeje
Achalay tafi del valle, Canciones Populares;canciones-populares/achalay-tafi-del-valle-canciones-populares
En el barranco del lobo, Canciones Populares;canciones-populares/en-el-barranco-del-lobo
La Bruja, Canciones Populares;canciones-populares/la-bruja
Las nochesitas mexicanas, Canciones Populares;canciones-populares/las-nochesitas-mexicanas
El Queretano, Canciones Populares;canciones-populares/el-queretano
El Puente Roto, Canciones Populares;canciones-populares/el-puente-roto
La Pirroquia, Canciones Populares;canciones-populares/la-pirroquia
Puente de los franceses, Canciones Populares;canciones-populares/puente-de-los-franceses
Marcha de las Malvinas, Canciones Populares;canciones-populares/marcha-de-las-malvinas
Baila la hinchada, Canciones Populares;canciones-populares/baila-la-hinchada
Remembransas de mi barrio, Canciones Populares;canciones-populares/remembransas-de-mi-barrio
En alta mar, Canciones Populares;canciones-populares/en-alta-mar
Naranjitay, Canciones Populares;canciones-populares/naranjitay
Recuerdos de IpacaraI, Canciones Populares;canciones-populares/recuerdos-de-ipacarai-canciones-populares
La vestido celeste, Canciones Populares;canciones-populares/la-vestido-celeste
Los Pajaritos, Canciones Populares;canciones-populares/los-pajaritos
